schema	generated_utc	source_f3d_name	source_fusion_data_id	component_name	component_part_number	component_description	component_entity_token	occurrence_count	occurrence_paths	body_name	body_entity_token	body_count	direct_subcomponent_count	body_is_solid	validation_status	validation_details	component_classification	tm_bom_scope	material_name	appearance_name	bbox_x_mm	bbox_y_mm	bbox_z_mm	surface_area_mm2	volume_mm3	mass_kg	density_kg_m3	component_attributes_json	body_attributes_json
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:32.063653+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Top_Bearing_13	Top_Bearing_13		/v4BAAEAOw4AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Top_Bearing_13:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0U0lJMUo1NzZN100xSk3VNkowNdRNTDFJ1kw3Nk0zTEi1TTM1TwWqBZjCgAbB9Bgpg60DWG5tZGAIAmBtlHIkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:32.071110+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Blade_14	Blade_14		/v4BAAEAjw4AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Blade_14:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UjJItLQ3Mkix1TS0sEnVNTM3MdZOM01J1zU2MTIFGJCcZWBiC1QLNYEADYPsMFMDWgaw3NjczBQBaq0LGiQAAAA==	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(204,212,219)	70.71	70.71	436.0	107815.971	487928.183	3.830236	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:32.079108+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Round_Shaft_14	Round_Shaft_14		/v4BAAEA5w4AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Round_Shaft_14:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UTM2S0ixSUsx0DSxTUnRNTE3SdC2NLIx1kyyNElPSzE0tzE2NwGqBZjCgAbB9Bgpg60DWG1uYGgMAm2LsLYkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(110,122,138)	12.0	12.0	471.0	17982.476	53268.845	0.41816	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:32.089318+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Top_Bearing_14	Top_Bearing_14		/v4BAAEAOw8AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Top_Bearing_14:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UDIyNkkyNDMx10yxMknVNLAxMdRPNk5N1Ey2NDCxN08zNU5MSwWqBZjCgAbB9Bgpg60DWG1samwMA9oUpsIkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.281246+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Tip_Seals_14	Tip_Seals_14		/v4BAAEAuQ4AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Tip_Seals_14:1			2	0		PURCHASED_PART_EXCEPTION	Selected interactively as a purchased part during Fusion TSV export after validation: BODY_COUNT_2.	PURCHASED_PART_ASSEMBLY	MEAM_SUPPLY_EXCLUDED_FROM_TM_FABRICATION										[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.291306+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Bottom_Bearing_14	Bottom_Bearing_14		/v4BAAEAEQ8AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Bottom_Bearing_14:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UzI1NzEwNk410LY2SDHRNDM0NdBPNzSx0U81Sk1KMDQxNTY2MwGqBZjCgAbB9Bgpg60DWG1tYmgIAXeQq5IkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.318506+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Plastic_Gear_14	Plastic_Gear_14		/v4BAAEAZQ8AAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Plastic_Gear_14:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0ULIwMUixSzZJ0DQxTTHVNUoyMdS0sU011jRKT01LNTE1NLBKNwGqBZjCgAbB9Bgpg60DWG1uaWwIA2py1iYkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	104.80000000000001	104.80000000000001	8.0	20726.919	61118.381	0.479779	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.329846+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Blade_01	Blade_01		/v4BAAEAhwMAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Blade_01:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UzM1Mk00Nks10k4wNLXVNjA3SdJMMEo10DVIsLU1NUxPNTJIMwWqBZjCgAbB9Bgpg60DWW5oYAgDSZ3T4iAAAAA==	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(204,212,219)	70.71	70.71	436.0	107815.971	487928.183	3.830236	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.338869+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Round_Shaft_01	Round_Shaft_01		/v4BAAEA3wMAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Round_Shaft_01:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0U0gzMTNNMDU11k1JTDXRNkpOTdS3NgYShhbGRoVFqSlKSRSJYLdAMBjQAts9AAWwdyHpDAyNLAJ0dcxWJAAAA	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(110,122,138)	12.0	12.0	472.0	18020.175	53381.942	0.419048	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:33.350998+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Round_Shaft_02	Round_Shaft_02		/v4BAAEAtQQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Round_Shaft_02:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0U0kxSky0MTVJ0jS3TknVNkhJTdC3MU1N1jdIs0kxMDCxTjJMtwGqBZjCgAbB9Bgpg6yzAVpoYAwBjbtr3iQAAAA==	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(110,122,138)	12.0	12.0	471.0	17982.476	53268.845	0.41816	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:34.182026+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Tip_Seals_01	Tip_Seals_01		/v4BAAEAsQMAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Tip_Seals_01:1			2	0		PURCHASED_PART_EXCEPTION	Selected interactively as a purchased part during Fusion TSV export after validation: BODY_COUNT_2.	PURCHASED_PART_ASSEMBLY	MEAM_SUPPLY_EXCLUDED_FROM_TM_FABRICATION										[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.237897+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Tip_Seals_02	Tip_Seals_02		/v4BAAEAhwQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Tip_Seals_02:1			2	0		PURCHASED_PART_EXCEPTION	Selected interactively as a purchased part during Fusion TSV export after validation: BODY_COUNT_2.	PURCHASED_PART_ASSEMBLY	MEAM_SUPPLY_EXCLUDED_FROM_TM_FABRICATION										[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.248678+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Bottom_Bearing_01	Bottom_Bearing_01		/v4BAAEACQQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Bottom_Bearing_01:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0ULJKSzQzN0ox0TVKMLHRNzC0TdS3NUw11ExONjYyTEg0NjAxTwGqBZjCgAbB9Bgpg60DWGxqYGwIA5IrBjYkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.256947+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Blade_02	Blade_02		/v4BAAEAXQQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Blade_02:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UUhLNLE2Mksx0U42TU3VNLFOSdJNSTUx00wxTLC1NU5MTkwySwGqBZjCgAbB9Bgpg60DWGxqamgIAbSxBFYkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(204,212,219)	70.71	70.71	436.0	107815.971	487928.183	3.830236	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.264783+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Top_Bearing_01	Top_Bearing_01		/v4BAAEAMwQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Top_Bearing_01:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UUs3NU1JSLFJ0DVLSTHRNzIxMdRONzRN1jQ1NzE1Sk9PMQOYYQMxgQANg+wwUwNaBFBkaGhoDAFvVtJWJAAAA	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.274572+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Top_Bearing_02	Top_Bearing_02		/v4BAAEACQUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Top_Bearing_02:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0Uko3NU5MSU410U1LNLHRNklMNdJNMzFN0jQ2MLJItTNIMky1TwWqBZjCgAbB9Bgpg60DWGxobmQMALhBoOIkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.283354+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Blade_04	Blade_04		/v4BAAEACQYAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Blade_04:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UDCwskxINLSx0jQ1NLXRNLEySdC0tElN1zSxNUtIsTE1SElPNwWqBZjCgAbB9Bgpg60DWA00wBgC2jsaBiQAAAA==	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(204,212,219)	70.71	70.71	436.0	107815.971	487928.183	3.830236	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.291472+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Round_Shaft_03	Round_Shaft_03		/v4BAAEAiwUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Round_Shaft_03:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UEg0tzVONzBJ1DYwsLHVNkoGEpWVymm6SaZqJiRlQwtzEBKwWaAYDGgDbZ6AAtg5kvaGJqTkATQM2FYkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(110,122,138)	12.0	12.0	471.0	17982.476	53268.845	0.41816	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.299856+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Bottom_Bearing_02	Bottom_Bearing_02		/v4BAAEA3wQAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Bottom_Bearing_02:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UTNMSUxNTLZN1zQyNU3VNzJPMdZPMki10kxNNTM0MDFJSDIxNwWqBZjCgAbB9Bgpg6ywgVpoCAEjqT9iJAAAA	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:35.309644+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Blade_03	Blade_03		/v4BAAEAMwUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Blade_03:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UUkwSjROTTS11TYwszXRNkoxMdRONUg10LZKTLQ0tTE0skiyTwGqBZjCgAbB9Bgpg60DWGxqbWQIAID2dkIkAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(204,212,219)	70.71	70.71	436.0	107815.971	487928.183	3.830236	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:36.458420+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Tip_Seals_03	Tip_Seals_03		/v4BAAEAXQUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Tip_Seals_03:1			2	0		PURCHASED_PART_EXCEPTION	Selected interactively as a purchased part during Fusion TSV export after validation: BODY_COUNT_2.	PURCHASED_PART_ASSEMBLY	MEAM_SUPPLY_EXCLUDED_FROM_TM_FABRICATION										[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:36.469040+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Bottom_Bearing_03	Bottom_Bearing_03		/v4BAAEAtQUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Bottom_Bearing_03:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UklOMUtOMkw10UywsTHVNTJIMdRMNDYx0U8yTTZINUtPMkg0swGqBZjCgAbB9Bgpg60CKDE0sLQFEptFeiQAAAA==	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
allshield.ahu.fusion-component-export.v1	2026-09-13T16:47:36.479347+00:00	2026_09_13_@_12-06-34_AHU_outlets to recuperator		Top_Bearing_03	Top_Bearing_03		/v4BAAEA3wUAAAAAAAAAAAAA	1	Louvre_Damper_1540x440_ShortSpan:1+Top_Bearing_03:1	Body1	/v4BAAAARlJLZXkAH4sIAAAAAAAA/zNQsFAwAEJDBSMgBrOMLIAsQwUTkIiZQtE0SwVFbafXTd46dVdqGkWAKowUjM0UTJKTDAwNEs10UwwNU3VN0szNdZNSk0x0DYySLIzSktNM08yNwWqBZjCgAbB9Bgpg60DWG5qaGAIAHUCaCokAAAA=	1	0	YES	PASS	Exactly one solid body and no direct subcomponents.	FABRICATED_PART	TM_FABRICATION_CANDIDATE	Steel	Opaque(36,41,46)	22.0	22.0	8.0	1386.008	2105.872	0.016531	7850.0	[]	[]
